Clave_Ent,Entidad,Cve. Municipio,Municipio,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo de autopartes,Sin violencia,148,130,140,141,117,109,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo a transportista,Con violencia,4,0,1,1,6,2,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,273,264,236,234,225,162,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,75,75,78,38,53,33,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,11,10,5,4,9,4,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo en transporte público individual,Con violencia,5,12,12,4,2,3,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,7,10,4,4,5,7,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,24,25,31,13,27,21,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,162,174,156,121,157,113,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo en transporte individual,Con violencia,55,30,33,32,54,53,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,1,1,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,1,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo a negocio,Con violencia,62,55,46,43,38,57,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo a negocio,Sin violencia,260,241,263,222,288,288,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Otros robos,Con violencia,8,0,23,0,7,10,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Robo,Otros robos,Sin violencia,441,333,393,377,427,295,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Fraude,Fraude,Fraude,281,295,366,376,366,387,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,44,39,39,34,35,47,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Extorsión,Extorsión,Extorsión,19,21,16,10,6,15,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,110,109,135,99,117,90,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Despojo,Despojo,Despojo,34,47,48,49,36,40,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,47,44,58,64,78,65,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,La familia,Violencia familiar,Violencia familiar,Violencia familiar,137,151,189,176,180,182,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,12,12,20,10,26,16,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,2,1,1,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,4,5,4,8,6,2,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,La sociedad,Trata de personas,Trata de personas,Trata de personas,8,13,5,8,10,5,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,12,29,16,42,18,19,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,71,79,96,84,109,77,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,116,143,166,155,194,138,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,5,7,14,9,7,10,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,1,1,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,25,24,35,41,40,24,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,131,123,133,125,106,111,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,3,3,7,7,6,8,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,98,69,127,64,107,122,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9015,Cuauhtémoc,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,140,126,103,142,145,100,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,3,5,3,2,6,2,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,1,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,2,0,1,0,1,1,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,1,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,2,1,2,1,2,2,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,7,9,11,4,7,5,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,3,2,4,3,0,3,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,24,11,17,12,11,21,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,1,0,3,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,19,17,21,15,14,14,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,6,6,5,5,7,3,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0,1,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,1,0,5,0,3,3,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,1,1,0,0,0,1,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,6,9,9,7,13,17,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,16,20,18,27,18,30,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,8,12,10,8,10,6,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,4,3,2,8,6,3,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,1,2,5,1,3,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,1,0,1,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a casa habitación,Con violencia,6,7,5,2,3,2,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,39,26,35,35,30,37,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,24,16,15,13,16,12,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,36,34,34,22,27,23,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,1,3,4,0,4,3,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,14,13,6,13,7,8,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de autopartes,Sin violencia,44,33,47,36,36,48,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,1,0,1,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,113,115,152,109,131,100,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,23,16,14,18,13,9,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,5,2,4,6,7,8,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo en transporte público individual,Con violencia,7,10,1,0,5,5,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,3,3,2,2,0,3,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,23,18,15,16,14,8,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,27,29,32,20,33,26,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo en transporte individual,Con violencia,60,72,68,62,59,72,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,1,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a negocio,Con violencia,82,94,69,50,41,82,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo a negocio,Sin violencia,104,92,115,114,91,96,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,1,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Otros robos,Con violencia,18,0,17,0,13,11,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Robo,Otros robos,Sin violencia,173,156,238,166,194,202,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Fraude,Fraude,Fraude,117,103,111,119,110,119,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,18,22,18,29,19,16,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Extorsión,Extorsión,Extorsión,8,8,1,5,3,2,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,54,65,68,51,69,62,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Despojo,Despojo,Despojo,19,11,9,15,21,16,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,8,40,22,33,23,33,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,53,55,89,78,81,90,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,2,2,3,1,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,2,2,2,1,2,1,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La sociedad,Trata de personas,Trata de personas,Trata de personas,2,2,0,1,0,1,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,5,6,5,11,1,4,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,13,25,12,17,19,17,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,37,43,52,45,57,39,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,2,3,5,3,5,7,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,0,0,2,1,2,1,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,49,41,57,46,50,49,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,6,4,3,3,4,6,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,46,12,17,26,20,24,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,1,0,0,0,0,,,,,,
9,Ciudad de México,9016,Miguel Hidalgo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,50,35,43,45,44,48,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,8,4,12,5,9,5,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,2,4,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,1,2,3,1,5,1,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,1,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,3,7,6,5,7,5,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,10,9,10,13,15,11,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,4,10,7,7,0,1,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,9,9,17,16,17,23,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,1,0,2,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,9,21,27,25,20,18,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,6,0,5,4,2,1,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,1,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,4,3,1,1,2,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,6,0,3,2,4,3,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,2,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9017,Venustiano Carranza,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,,,,,,
