Clave_Ent,Entidad,Cve. Municipio,Municipio,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,3,1,7,4,0,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,1,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,1,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,2,2,3,4,1,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,4,6,5,5,3,4,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,4,0,2,3,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,12,11,11,14,6,10,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,2,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,10,8,12,9,8,17,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,3,1,4,3,7,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,1,0,1,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,0,1,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,1,1,2,0,6,5,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,1,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,15,12,9,5,6,8,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,10,16,8,10,11,14,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,1,4,3,3,1,2,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,3,1,4,2,1,3,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0,0,0,0,2,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,0,0,0,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a casa habitación,Con violencia,3,6,7,5,4,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a casa habitación,Sin violencia,29,25,21,19,21,22,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,24,15,15,31,19,19,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,33,31,22,30,27,24,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,3,1,3,2,5,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,7,8,6,5,7,2,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de autopartes,Sin violencia,33,48,25,38,27,21,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a transportista,Con violencia,3,0,2,0,2,3,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,121,87,79,51,69,41,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,9,5,8,3,4,4,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,2,3,4,6,14,15,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo en transporte público individual,Con violencia,2,1,1,3,1,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,1,1,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,28,14,13,12,15,17,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,1,8,7,2,12,10,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo en transporte individual,Con violencia,16,16,16,13,7,12,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a institución bancaria,Con violencia,1,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a negocio,Con violencia,33,33,28,21,21,15,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo a negocio,Sin violencia,91,69,101,74,99,67,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Otros robos,Con violencia,23,0,14,0,6,10,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Robo,Otros robos,Sin violencia,105,93,107,103,95,92,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Fraude,Fraude,Fraude,41,37,38,41,51,40,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,14,20,19,13,14,15,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Extorsión,Extorsión,Extorsión,5,7,3,3,2,4,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,43,31,45,59,43,47,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Despojo,Despojo,Despojo,21,21,19,14,16,10,,,,,,
9,Ciudad de México,9002,Azcapotzalco,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,19,42,18,29,21,15,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La familia,Violencia familiar,Violencia familiar,Violencia familiar,77,86,96,106,108,107,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,1,2,1,1,0,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,3,0,2,3,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,3,8,0,10,4,2,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,17,17,20,16,11,17,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,57,60,61,66,62,55,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,1,4,6,1,1,1,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,2,0,0,0,0,3,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,21,21,23,23,23,15,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,5,0,0,0,3,2,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,7,11,8,11,19,22,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9002,Azcapotzalco,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,25,26,16,27,22,20,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,3,5,5,5,5,3,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,1,0,1,1,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,1,1,1,0,1,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,1,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,1,4,4,3,2,3,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,4,8,9,2,8,8,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,4,1,8,1,0,7,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,13,17,25,30,22,18,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,1,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,31,22,27,21,16,18,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,7,6,11,2,11,5,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,0,0,0,0,2,,,,,,
9,Ciudad de México,9003,Coyoacán,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,5,0,7,0,8,5,,,,,,
9,Ciudad de México,9003,Coyoacán,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,12,7,11,6,17,10,,,,,,
9,Ciudad de México,9003,Coyoacán,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,20,23,19,18,19,14,,,,,,
9,Ciudad de México,9003,Coyoacán,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,3,8,6,1,5,6,,,,,,
9,Ciudad de México,9003,Coyoacán,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,5,5,5,5,0,8,,,,,,
9,Ciudad de México,9003,Coyoacán,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,1,1,1,0,3,1,,,,,,
9,Ciudad de México,9003,Coyoacán,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,0,1,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a casa habitación,Con violencia,2,3,5,3,7,3,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a casa habitación,Sin violencia,41,44,44,35,28,46,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,11,9,18,16,16,16,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,65,56,64,45,45,57,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,3,3,6,5,7,7,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,8,10,16,16,7,5,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de autopartes,Sin violencia,62,57,55,41,59,73,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a transportista,Con violencia,0,1,0,1,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,92,71,51,47,49,40,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,33,19,15,15,7,5,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,5,2,2,1,3,2,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo en transporte público individual,Con violencia,1,2,1,3,1,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,2,3,1,2,3,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,22,12,12,11,9,16,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,9,12,17,12,4,18,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo en transporte individual,Con violencia,8,9,12,12,13,13,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,1,0,1,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a negocio,Con violencia,26,24,20,20,15,15,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo a negocio,Sin violencia,122,89,104,94,100,89,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Otros robos,Con violencia,5,0,3,0,5,3,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Robo,Otros robos,Sin violencia,150,141,183,154,168,171,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Fraude,Fraude,Fraude,62,58,92,83,99,90,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,15,21,29,13,16,27,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Extorsión,Extorsión,Extorsión,7,6,1,1,4,3,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,60,60,80,75,63,71,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Despojo,Despojo,Despojo,17,22,14,19,16,19,,,,,,
9,Ciudad de México,9003,Coyoacán,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,10,22,28,31,23,21,,,,,,
9,Ciudad de México,9003,Coyoacán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,112,122,130,139,151,110,,,,,,
9,Ciudad de México,9003,Coyoacán,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,,,,,,
9,Ciudad de México,9003,Coyoacán,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,1,2,3,1,2,1,,,,,,
